Ticker,Company Name,Sector,Industry
HLN,Haleon plc,Healthcare,Drug Manufacturers - Specialty & Generic
HMSG,N/A,N/A,N/A
HMSO,N/A,N/A,N/A
HOCM,N/A,N/A,N/A
HOTC.L,N/A,N/A,N/A
HPAC,N/A,N/A,N/A
HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services
HRN,N/A,N/A,N/A
HSD,N/A,N/A,N/A
HSP,N/A,N/A,N/A
HSS,N/A,N/A,N/A
HSS.L,N/A,N/A,N/A
HSV,N/A,N/A,N/A
HSW,N/A,N/A,N/A
HSW.L,Hostelworld Group plc,Consumer Cyclical,Travel Services
HSX,N/A,N/A,N/A
HTG,N/A,N/A,N/A
HTWS.L,Helios Towers plc,Communication Services,Telecom Services
HUM,Humana Inc.,Healthcare,Healthcare Plans
HUR,N/A,N/A,N/A
HUW,N/A,N/A,N/A
HVO,N/A,N/A,N/A
HVPE,N/A,N/A,N/A
HVPE.L,HarbourVest Global Private Equity Ltd.,Financial Services,Asset Management
HVT,"Haverty Furniture Companies, Inc.",Consumer Cyclical,Home Improvement Retail
HWDN,N/A,N/A,N/A
HWG,N/A,N/A,N/A
HWG.L,Harworth Group plc,Real Estate,Real Estate - Development
HYG,iShares iBoxx $ High Yield Corporate Bond ETF,N/A,N/A
HYVE,N/A,N/A,N/A
I3E,N/A,N/A,N/A
IAG,IAMGOLD Corporation,Basic Materials,Gold
IBPO,N/A,N/A,N/A
IBST,N/A,N/A,N/A
IBT,N/A,N/A,N/A
ICGC,N/A,N/A,N/A
ICGT,ICG Enterprise Trust Ord,N/A,N/A
ICP,N/A,N/A,N/A
IDE,"Voya Infrastructure, Industrials and Materials Fund",Financial Services,Asset Management
IDEA,"Invent Ventures, Inc.",Financial Services,Asset Management
IDHC,N/A,N/A,N/A
IDHC.L,Integrated Diagnostics Holdings plc,Healthcare,Diagnostics & Research
IDOX,N/A,N/A,N/A
IDP,N/A,N/A,N/A
IEM,N/A,N/A,N/A
IES,N/A,N/A,N/A
IGG,N/A,N/A,N/A
IGP,N/A,N/A,N/A
IGR,CBRE Global Real Estate Income Fund,Financial Services,Asset Management
IHC,N/A,N/A,N/A
IHP,N/A,N/A,N/A
IHP.L,IntegraFin Holdings plc,Financial Services,Asset Management
IHR,N/A,N/A,N/A
III,"Information Services Group, Inc.",Technology,Information Technology Services
IIP,N/A,N/A,N/A
IKA,N/A,N/A,N/A
IMB,N/A,N/A,N/A
IMB.L,Imperial Brands PLC,Consumer Defensive,Tobacco
IMI,N/A,N/A,N/A
IMM,N/A,N/A,N/A
IMMO,N/A,N/A,N/A
INCE,Franklin Income Equity Focus ETF,N/A,N/A
INCH,N/A,N/A,N/A
INDV,"Indivior Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
INDV.L,N/A,N/A,N/A
INF,N/A,N/A,N/A
INFA,N/A,N/A,N/A
ING,ING Groep N.V.,Financial Services,Banks - Diversified
INHC,Innolog Holdings Corporation,Industrials,Integrated Freight & Logistics
INL,N/A,N/A,N/A
INPP,N/A,N/A,N/A
INS.L,N/A,N/A,N/A
INSG,Inseego Corp.,Technology,Communication Equipment
INSP,"Inspire Medical Systems, Inc.",Healthcare,Medical Devices
INTU,Intuit Inc.,Technology,Software - Application
INVP,N/A,N/A,N/A
INX,N/A,N/A,N/A
IOF,N/A,N/A,N/A
IOG,N/A,N/A,N/A
IOM,N/A,N/A,N/A
IPEL,N/A,N/A,N/A
IPEL.L,N/A,N/A,N/A
IPF,N/A,N/A,N/A
IPO,Renaissance IPO ETF,N/A,N/A
IPX,IperionX Limited,Basic Materials,Other Industrial Metals & Mining
IQE,N/A,N/A,N/A
IQE.L,IQE plc,Technology,Semiconductor Equipment & Materials
IQG,N/A,N/A,N/A
IRON,"Disc Medicine, Inc.",Healthcare,Biotechnology
IRR,N/A,N/A,N/A
IRV,N/A,N/A,N/A
ISAT,N/A,N/A,N/A
ITM,VanEck Intermediate Muni ETF,N/A,N/A
ITRK,N/A,N/A,N/A
ITV,N/A,N/A,N/A
ITX,N/A,N/A,N/A
IUG,N/A,N/A,N/A
IWG,N/A,N/A,N/A
IWG.L,International Workplace Group plc,Real Estate,Real Estate Services
IXI,N/A,N/A,N/A
JADE,JPMorgan Active Developing Markets Equity ETF,N/A,N/A
JAN,N/A,N/A,N/A
JAY,N/A,N/A,N/A
JD,"JD.com, Inc.",Consumer Cyclical,Internet Retail
JDG,WisdomTree Japan Quality Dividend Gr ETF,N/A,N/A
JDW,N/A,N/A,N/A
JEL,N/A,N/A,N/A
JET2,N/A,N/A,N/A
JHD,N/A,N/A,N/A
JLEN,N/A,N/A,N/A
JLG,N/A,N/A,N/A
JMAT,N/A,N/A,N/A
JNEO,N/A,N/A,N/A
JOG,N/A,N/A,N/A
JOUL.L,N/A,N/A,N/A
JSE,N/A,N/A,N/A
JSG,N/A,N/A,N/A
JTC,N/A,N/A,N/A
JUP,N/A,N/A,N/A
JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,N/A,N/A
JWNG,N/A,N/A,N/A
JZCP,N/A,N/A,N/A
K3C,N/A,N/A,N/A
KAKU,N/A,N/A,N/A
KAP,"KCAP Financial, Inc. SR NT 19",N/A,N/A
KAPE,N/A,N/A,N/A
KAPE.L,N/A,N/A,N/A
KAV,N/A,N/A,N/A
KBT,N/A,N/A,N/A
KCEL,N/A,N/A,N/A
KCR,N/A,N/A,N/A
KCT,N/A,N/A,N/A
KCT.L,N/A,N/A,N/A
KDNC,N/A,N/A,N/A
KDR,N/A,N/A,N/A
KEFI,Keweenaw Financial Corporation,Financial Services,Banks - Regional
KETL,N/A,N/A,N/A
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments
KGH,N/A,N/A,N/A
KGH.L,Knights Group Holdings plc,Industrials,Specialty Business Services
KGP.L,N/A,N/A,N/A
KIBO,N/A,N/A,N/A
KIE,State Street SPDR S&P Insurance ETF,N/A,N/A
KLR,N/A,N/A,N/A
KMK,N/A,N/A,N/A
KMR,N/A,N/A,N/A
KNB,N/A,N/A,N/A
KNM,N/A,N/A,N/A
KOD,Kodiak Sciences Inc.,Healthcare,Biotechnology
KOO,N/A,N/A,N/A
KP2,N/A,N/A,N/A
KP2.L,Kore Potash plc,Basic Materials,Other Industrial Metals & Mining
KRM,N/A,N/A,N/A
KRPZ,N/A,N/A,N/A
KRS,N/A,N/A,N/A
KSK,N/A,N/A,N/A
KWG,N/A,N/A,N/A
KWS,N/A,N/A,N/A
KWS.L,N/A,N/A,N/A
KYGA,N/A,N/A,N/A
KZG,N/A,N/A,N/A
LAM,N/A,N/A,N/A
LAM.L,N/A,N/A,N/A
LAND,Gladstone Land Corporation,Real Estate,REIT - Specialty
LAS,N/A,N/A,N/A
LAW,"CS Disco, Inc.",Technology,Software - Application
LDSG,N/A,N/A,N/A
LEX,N/A,N/A,N/A
LFI,N/A,N/A,N/A
LGEN,N/A,N/A,N/A
LGRS,N/A,N/A,N/A
LINV,N/A,N/A,N/A
LIO,N/A,N/A,N/A
LIO.L,Liontrust Asset Management PLC,Financial Services,Asset Management
LIT,Global X Lithium & Battery Tech ETF,N/A,N/A
LIT.L,Litigation Capital Management Limited,Financial Services,Credit Services
LIV,Emles @Home ETF,N/A,N/A
LIV.L,Livermore Investments Group Limited,Financial Services,Asset Management
LLOY,N/A,N/A,N/A
LME,N/A,N/A,N/A
LMS,N/A,N/A,N/A
LNTA,N/A,N/A,N/A
LOGP,N/A,N/A,N/A
LOK,N/A,N/A,N/A
LOOK,N/A,N/A,N/A
LOOP,"Loop Industries, Inc.",Basic Materials,Specialty Chemicals
LPA,Logistic Properties of the Americas,Real Estate,Real Estate - Development
LRE,"Lead Real Estate Co., Ltd",Real Estate,Real Estate - Development
LRE.L,Lancashire Holdings Limited,Financial Services,Insurance - Specialty
LSC,ELEMENTS S&amp;P CTI TR ETN,N/A,N/A
LSL.L,LSL Property Services plc,Real Estate,Real Estate Services
LSP,N/A,N/A,N/A
LTG,N/A,N/A,N/A
LTG.L,N/A,N/A,N/A
LTHM,N/A,N/A,N/A
LTOD,N/A,N/A,N/A
LVCG,N/A,N/A,N/A
LWB,N/A,N/A,N/A
LWDB,N/A,N/A,N/A
MAB,N/A,N/A,N/A
MAB1,N/A,N/A,N/A
MAB1.L,Mortgage Advice Bureau (Holdings) plc,Financial Services,Mortgage Finance
MACF,N/A,N/A,N/A
MACF.L,Macfarlane Group PLC,Consumer Cyclical,Packaging & Containers
MAFL,N/A,N/A,N/A
MAI,N/A,N/A,N/A
MAJE,N/A,N/A,N/A
MANO,N/A,N/A,N/A
MANO.L,Manolete Partners Plc,Industrials,Consulting Services
MARS,Roundhill Space & Technology ETF,N/A,N/A
MATD,N/A,N/A,N/A
MBO,N/A,N/A,N/A
MBT,N/A,N/A,N/A
MCB,Metropolitan Bank Holding Corp.,Financial Services,Banks - Regional
MCG,N/A,N/A,N/A
MCKS,N/A,N/A,N/A
MCL,N/A,N/A,N/A
MCLS,N/A,N/A,N/A
MCM,N/A,N/A,N/A
MCON,N/A,N/A,N/A
MCRO,IQ Hedge Macro Tracker ETF,N/A,N/A
MCS,The Marcus Corporation,Communication Services,Entertainment
MDC,N/A,N/A,N/A
MDMG,N/A,N/A,N/A
MEGP,N/A,N/A,N/A
MEL,N/A,N/A,N/A
MER,Meren Energy Inc.,N/A,N/A
MERC,Mercer International Inc.,Basic Materials,Paper & Paper Products
MERL,N/A,N/A,N/A
MFX,N/A,N/A,N/A
MGAM,Mobile Global Esports Inc.,Communication Services,Electronic Gaming & Multimedia
MGCI,N/A,N/A,N/A
MGGT,N/A,N/A,N/A
MGNS,N/A,N/A,N/A
MGNT,Meganet Corporation,Industrials,Security & Protection Services
MGP,N/A,N/A,N/A
MHID,N/A,N/A,N/A
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",Financial Services,Asset Management
MHPC,Manufactured Housing Properties Inc.,Real Estate,Real Estate Services
MIDW,N/A,N/A,N/A
MIL,N/A,N/A,N/A
MIN,MFS Intermediate Income Trust,Financial Services,Asset Management
MIND,"MIND Technology, Inc.",Technology,Scientific & Technical Instruments
MIND.L,Mind Gym plc,Industrials,Specialty Business Services
MIRA,"MIRA Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - General
MIRI.L,Mirriad Advertising plc,Communication Services,Advertising Agencies
MIST,Milestone Pharmaceuticals Inc.,Healthcare,Biotechnology
MJH,N/A,N/A,N/A
MLC,N/A,N/A,N/A
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication
MLVN,N/A,N/A,N/A
MMH,N/A,N/A,N/A
MMK,State Street Prime Money Market ETF,N/A,N/A
MMX,N/A,N/A,N/A
MNDI,N/A,N/A,N/A
MNZS,N/A,N/A,N/A
MODE,N/A,N/A,N/A
MONY,N/A,N/A,N/A
MOON,Direxion Moonshot Innovators ETF,N/A,N/A
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs
MOTR,N/A,N/A,N/A
MPAC,N/A,N/A,N/A
MPE,N/A,N/A,N/A
MPI,N/A,N/A,N/A
MPLF,Marble Point Loan Financing Ord,N/A,N/A
MPO,Macau Property Opportunities Ord,N/A,N/A
MRC,N/A,N/A,N/A
MRCH,N/A,N/A,N/A
MRL,N/A,N/A,N/A
MRL.L,N/A,N/A,N/A
MRW,N/A,N/A,N/A
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment
MSLH,N/A,N/A,N/A
MSMN,N/A,N/A,N/A
MSYS,N/A,N/A,N/A
MTC,"MMTec, Inc.",Technology,Software - Application
MTO,N/A,N/A,N/A
MTPH,N/A,N/A,N/A
MTR,Mesa Royalty Trust,Energy,Oil & Gas E&P
MTRO,"Metro One Development, Inc.",N/A,N/A
MTRO.L,Metro Bank Holdings PLC,Financial Services,Banks - Regional
MTVW,N/A,N/A,N/A
MUL,N/A,N/A,N/A
MUST,Columbia Multi-Sector Municipal Income ETF,N/A,N/A
MXCT,"MaxCyte, Inc.",Healthcare,Medical Devices
MXCT.L,N/A,N/A,N/A
MYSL,"My Screen Mobile, Inc.",Communication Services,Advertising Agencies
MYX,N/A,N/A,N/A
N4P,N/A,N/A,N/A
N91,N/A,N/A,N/A
NAH,N/A,N/A,N/A
NANO,N/A,N/A,N/A
NAR,N/A,N/A,N/A
NARF,N/A,N/A,N/A
NBB,Nuveen Taxable Municipal Income Fund,Financial Services,Asset Management
NBI,NASDAQ Biotechnology PR USD,N/A,N/A
NBS,N/A,N/A,N/A
NCC,N/A,N/A,N/A
NCCL,N/A,N/A,N/A
NCYT,N/A,N/A,N/A
NESF,N/A,N/A,N/A
NESF.L,NextEnergy Solar Fund Limited,Financial Services,Asset Management
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure
NETW,"Network Holdings International, Inc.",N/A,N/A
NETW.L,N/A,N/A,N/A
NEXS,N/A,N/A,N/A
NEXS.L,Nexus Infrastructure plc,Industrials,Engineering & Construction
NFC,N/A,N/A,N/A
NFC.L,N/A,N/A,N/A
NFX,Newfield Exploration Company,N/A,N/A
NICL,N/A,N/A,N/A
NILSY,N/A,N/A,N/A
NIOX,N/A,N/A,N/A
NLB,N/A,N/A,N/A
NLMK,N/A,N/A,N/A
NLMK,N/A,N/A,N/A
NMB,Simplify National Muni Bond ETF,N/A,N/A
NMC,N/A,N/A,N/A
NMCN,N/A,N/A,N/A
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P
NRR,N/A,N/A,N/A
NSF,N/A,N/A,N/A
NSH,N/A,N/A,N/A
NSI,National Security Emerging Markets Index ETF,N/A,N/A
NTBR,N/A,N/A,N/A
NTG,N/A,N/A,N/A
NTOG,N/A,N/A,N/A
NTQ,N/A,N/A,N/A
NUC.L,N/A,N/A,N/A
NUM,N/A,N/A,N/A
NVTK,N/A,N/A,N/A
NWF,N/A,N/A,N/A
NWF.L,NWF Group plc,Energy,Oil & Gas Refining & Marketing
NWG,NatWest Group plc,Financial Services,Banks - Regional
NWT,N/A,N/A,N/A
NXR,N/A,N/A,N/A
NXT,Nextpower Inc.,Technology,Solar
NYN,N/A,N/A,N/A
OCDO,N/A,N/A,N/A
OCI,OCI Company Ltd.,N/A,N/A
OCI.L,Oakley Capital Investments Limited,Financial Services,Asset Management
OCN,N/A,N/A,N/A
ODX,N/A,N/A,N/A
OGDC,N/A,N/A,N/A
OGN.L,Origin Enterprises plc,Basic Materials,Agricultural Inputs
OGZD,N/A,N/A,N/A
OIT,N/A,N/A,N/A
OKEY,N/A,N/A,N/A
OKYO,OKYO Pharma Limited,Healthcare,Biotechnology
OMG,OMGL Holdings Ltd,N/A,N/A
OMIP,N/A,N/A,N/A
OML,N/A,N/A,N/A
ONC,BeOne Medicines AG,Healthcare,Biotechnology
ONT,N/A,N/A,N/A
OOUT.L,N/A,N/A,N/A
OPG,N/A,N/A,N/A
OPHR,N/A,N/A,N/A
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",Financial Services,Asset Management
OPTI,"Optec International, Inc.",Consumer Cyclical,Auto Parts
ORCP,N/A,N/A,N/A
ORM,N/A,N/A,N/A
ORPH,N/A,N/A,N/A
ORPH.L,N/A,N/A,N/A
ORR,Militia Long/Short Equity ETF,N/A,N/A
OSB,N/A,N/A,N/A
OSI,N/A,N/A,N/A
OTAQ,N/A,N/A,N/A
OTB,N/A,N/A,N/A
OTMP,N/A,N/A,N/A
OTPD,N/A,N/A,N/A
OVB,Overlay Shares Core Bond ETF,N/A,N/A
OXB,N/A,N/A,N/A
PAF,Invesco FTSE RAFI Asia Pac ex-Jpn ETF,N/A,N/A
PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships
PAGE,N/A,N/A,N/A
PALM,N/A,N/A,N/A
PANR,N/A,N/A,N/A
PAT,N/A,N/A,N/A
PATH,"UiPath, Inc.",Technology,Software - Infrastructure
PAYP,PayPay Corporation,Technology,Software - Infrastructure
PBEE,Invesco PureBeta FTSE Emerging Markets ETF,N/A,N/A
PCA,N/A,N/A,N/A
PCF,High Income Securities Fund,Financial Services,Asset Management
PCGH,N/A,N/A,N/A
PCIP,N/A,N/A,N/A
PCTN,N/A,N/A,N/A
PCTN.L,Picton Property Income Limited,Real Estate,REIT - Diversified
PDG,N/A,N/A,N/A
PEB,Pebblebrook Hotel Trust,Real Estate,REIT - Hotel & Motel
PEBB,N/A,N/A,N/A
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric
PEMB,N/A,N/A,N/A
PEN,"Penumbra, Inc.",Healthcare,Medical Devices
PERE,N/A,N/A,N/A
PET,N/A,N/A,N/A
PETB,N/A,N/A,N/A
PETS.L,Pets at Home Group Plc,Consumer Cyclical,Specialty Retail
PFC,N/A,N/A,N/A
PFD,Flaherty & Crumrine Preferred Income Fund Inc.,Financial Services,Asset Management
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management
PFP,N/A,N/A,N/A
PGHZ,N/A,N/A,N/A
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty
PHAR,Pharming Group N.V.,Healthcare,Biotechnology
PHAR.L,Pharos Energy plc,Energy,Oil & Gas E&P
PHC,N/A,N/A,N/A
PHE,N/A,N/A,N/A
PHNX,N/A,N/A,N/A
PHOR,N/A,N/A,N/A
PHP,N/A,N/A,N/A
PHSC,N/A,N/A,N/A
PHTM,N/A,N/A,N/A
PIN,Invesco India ETF,N/A,N/A
PIP,N/A,N/A,N/A
PIRI,N/A,N/A,N/A
PLAZ,N/A,N/A,N/A
PLS,Merrill Lynch Depositor Inc Preferredplus Trust Series WCM-1 WCM-1 TR CTF,N/A,N/A
PLUS,ePlus inc.,Technology,Software - Application
PMG,N/A,N/A,N/A
PMO,Putnam Municipal Opportunities Trust,Financial Services,Asset Management
PMP,N/A,N/A,N/A
PNL,N/A,N/A,N/A
PNN,N/A,N/A,N/A
PNS,N/A,N/A,N/A
PODP,N/A,N/A,N/A
POG,N/A,N/A,N/A
POLX,N/A,N/A,N/A
POLY,N/A,N/A,N/A
POS,N/A,N/A,N/A
POW,VistaShares Electrification Supercycle ETF,N/A,N/A
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals
PPH,VanEck Pharmaceutical ETF,N/A,N/A
PPIX,N/A,N/A,N/A
PPP,N/A,N/A,N/A
PRD,N/A,N/A,N/A
PRE,Prenetics Global Limited,Healthcare,Diagnostics & Research
PREM,Premier Air Charter Holdings Inc.,Industrials,Airlines
PRES,N/A,N/A,N/A
PRIM,Primoris Services Corporation,Industrials,Engineering & Construction
PRM,"Perimeter Solutions, Inc.",Basic Materials,Specialty Chemicals
PRP,Morgan Stanley PERQS PFE 2000,N/A,N/A
PRSM.L,N/A,N/A,N/A
PRSR,N/A,N/A,N/A
PRTC,PureTech Health plc,Healthcare,Biotechnology
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life
PRV.L,Porvair plc,Industrials,Pollution & Treatment Controls
PSDL,N/A,N/A,N/A
PSON,N/A,N/A,N/A
PTD,N/A,N/A,N/A
PTEC,Global X PropTech ETF,N/A,N/A
PTR,N/A,N/A,N/A
PTRO,N/A,N/A,N/A
PTY,PIMCO Corporate & Income Opportunity Fund,Financial Services,Asset Management
PURP,N/A,N/A,N/A
PVCS,N/A,N/A,N/A
PVR,N/A,N/A,N/A
PWFL,N/A,N/A,N/A
PXC,N/A,N/A,N/A
PXEN,N/A,N/A,N/A
PXS,Pyxis Tankers Inc.,Energy,Oil & Gas Midstream
PYC,N/A,N/A,N/A
PZC.L,PZ Cussons plc,Consumer Defensive,Household & Personal Products
QBT,N/A,N/A,N/A
QFI,N/A,N/A,N/A
QLT,N/A,N/A,N/A
QLT.L,Quilter plc,Financial Services,Asset Management
QQ.L,QinetiQ Group plc,Industrials,Aerospace & Defense
QRT,N/A,N/A,N/A
QTX,N/A,N/A,N/A
QUIZ,Zacks Quality International ETF,N/A,N/A
QVE,N/A,N/A,N/A
QXT,N/A,N/A,N/A
RAI,N/A,N/A,N/A
RAT,N/A,N/A,N/A
RAV,N/A,N/A,N/A
RB,ProShares Russell 2000 Dynamic Daily Buffer ETF,N/A,N/A
RBD,N/A,N/A,N/A
RBG,N/A,N/A,N/A
RBGP,N/A,N/A,N/A
RBN,N/A,N/A,N/A
RBW,N/A,N/A,N/A
RCDO,N/A,N/A,N/A
RCN,N/A,N/A,N/A
RCOI,Riverstone Credit Opportunities Income,N/A,N/A
RCP,RIT Capital Partners Ord,N/A,N/A
RDW,Redwire Corporation,Industrials,Aerospace & Defense
RE,N/A,N/A,N/A
REC,Emles Real Estate Credit ETF,N/A,N/A
RECI,N/A,N/A,N/A
REDD,N/A,N/A,N/A
REDX,N/A,N/A,N/A
RENE,N/A,N/A,N/A
RENX,RenX Enterprises Corp.,Real Estate,Real Estate - Development
RESI,Kelly Residential & Apartment Real Estate ETF,N/A,N/A
RFG,Invesco S&P MidCap 400 Pure Growth ETF,N/A,N/A
RFX,N/A,N/A,N/A
RGD,N/A,N/A,N/A
RGL,N/A,N/A,N/A
RGL.L,Regional REIT Limited,Real Estate,REIT - Office
RGO,N/A,N/A,N/A
RGP,"Resources Connection, Inc.",Industrials,Consulting Services
RGU,N/A,N/A,N/A
RHIM,N/A,N/A,N/A
RIFS,N/A,N/A,N/A
RIGD,N/A,N/A,N/A
RIOA,N/A,N/A,N/A
RIV,"RiverNorth Opportunities Fund, Inc.",Financial Services,Asset Management
RLE,N/A,N/A,N/A
RM.L,RM plc,Technology,Software - Application
RMG,N/A,N/A,N/A
RMM,Rivernorth Managed Duration Municipal Income Fund Inc.,Financial Services,Asset Management
RMV,N/A,N/A,N/A
RNK,N/A,N/A,N/A
RNO,N/A,N/A,N/A
RNWH,N/A,N/A,N/A
ROC,Rank One Computing Corporation,N/A,N/A
ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products & Equipment
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services
ROO,N/A,N/A,N/A
ROR.L,Rotork plc,Industrials,Specialty Industrial Machinery
ROSN,Rosinbomb,Industrials,Specialty Industrial Machinery
RPS,Purpose Canadian Preferred Share ETF,N/A,N/A
RQIH,N/A,N/A,N/A
RR,Richtech Robotics Inc.,Industrials,Specialty Industrial Machinery
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,Resorts & Casinos
RS1,N/A,N/A,N/A
RSE,N/A,N/A,N/A
RST.L,Restore plc,Industrials,Specialty Business Services
RSW,N/A,N/A,N/A
RTC,N/A,N/A,N/A
RTN,N/A,N/A,N/A
RTO,Rentokil Initial plc,Industrials,Specialty Business Services
RTW,RTW Biotech Opportunities Ord,N/A,N/A
RUA,N/A,N/A,N/A
RUR,N/A,N/A,N/A
RUS,N/A,N/A,N/A
RWI,N/A,N/A,N/A
RWS,N/A,N/A,N/A
RZ8G,N/A,N/A,N/A
S32,N/A,N/A,N/A
SAA,ProShares Ultra SmallCap600,N/A,N/A
SAE,N/A,N/A,N/A
SAFE,Safehold Inc.,Real Estate,REIT - Diversified
SAG,N/A,N/A,N/A
SAGA,N/A,N/A,N/A
SAV,N/A,N/A,N/A
SBI,Western Asset Intermediate Muni Fund Inc.,Financial Services,Asset Management
SBRE,N/A,N/A,N/A
SBRY.L,J Sainsbury plc,Consumer Defensive,Grocery Stores
SBTX,N/A,N/A,N/A
SCE,N/A,N/A,N/A
SCGL,N/A,N/A,N/A
SCIN,Columbia India Small Cap ETF,N/A,N/A
SCIR,N/A,N/A,N/A
SCRF,N/A,N/A,N/A
SCS.,N/A,N/A,N/A
SCT,N/A,N/A,N/A
SDG,iShares MSCI Global Sustainable Development Goals ETF,N/A,N/A
SDI,N/A,N/A,N/A
SDL,N/A,N/A,N/A
SDR,N/A,N/A,N/A
SDRY,N/A,N/A,N/A
SDX,Sienna Cancer Diagnostics Ltd,N/A,N/A
SDY,State Street SPDR S&P Dividend ETF,N/A,N/A
SECN,N/A,N/A,N/A
SEE,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers
SEED,Origin Agritech Limited,Basic Materials,Agricultural Inputs
SEFA,N/A,N/A,N/A
SEIT,N/A,N/A,N/A
SENS,"Senseonics Holdings, Inc.",Healthcare,Medical Devices
SENX,N/A,N/A,N/A
SEPL,N/A,N/A,N/A
SEQI,N/A,N/A,N/A
SEY,N/A,N/A,N/A
SFE,N/A,N/A,N/A
SFOR,N/A,N/A,N/A
SFR,N/A,N/A,N/A
SGC.L,N/A,N/A,N/A
SGE,N/A,N/A,N/A
SGI,Somnigroup International Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SGM,N/A,N/A,N/A
SGRO,N/A,N/A,N/A
SGZ,N/A,N/A,N/A
SHAW,N/A,N/A,N/A
SHB.L,N/A,N/A,N/A
SHED,N/A,N/A,N/A
SHG,"Shinhan Financial Group Co., Ltd.",Financial Services,Banks - Regional
SHI,N/A,N/A,N/A
SHOE,N/A,N/A,N/A
SIHL,N/A,N/A,N/A
SIM,"Grupo Simec, S.A.B. de C.V.",Basic Materials,Steel
SIR,Select Income REIT,N/A,N/A
SIS,N/A,N/A,N/A
SIXH,ETC 6 Meridian Hedged Equity-Index Option Strategy ETF,N/A,N/A
SJP,N/A,N/A,N/A
SKY,"Champion Homes, Inc.",Consumer Cyclical,Residential Construction
SLA.L,N/A,N/A,N/A
SLE.,N/A,N/A,N/A
SLN,Silence Therapeutics plc,Healthcare,Biotechnology
SLNG,"Stabilis Solutions, Inc.",Energy,Oil & Gas Integrated
SLP,"Simulations Plus, Inc.",Healthcare,Health Information Services
SMDS,N/A,N/A,N/A
SMIN,iShares MSCI India Small-Cap ETF,N/A,N/A
SMJ,N/A,N/A,N/A
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,Auto Parts
SMRT,"SmartRent, Inc.",Technology,Software - Application
SMS,N/A,N/A,N/A
SMWH,N/A,N/A,N/A
SN,"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNG,N/A,N/A,N/A
SNR,N/A,N/A,N/A
SNT,Senstar Technologies Corporation,Industrials,Security & Protection Services
SNX,TD SYNNEX Corporation,Technology,Electronics & Computer Distribution
SOLI,N/A,N/A,N/A
SOM,N/A,N/A,N/A
SONG,"Music Licensing, Inc.",Communication Services,Entertainment
SOPH,SOPHiA GENETICS SA,Healthcare,Health Information Services
SOS,SOS Limited,Financial Services,Capital Markets
SOU,N/A,N/A,N/A
SPA,N/A,N/A,N/A
SPD,Simplify US Equity PLUS Downside Convexity ETF,N/A,N/A
SPDI,N/A,N/A,N/A
SPE,"Special Opportunities Fund, Inc.",Financial Services,Asset Management
SPEC,Spectaire Holdings Inc.,Industrials,Pollution & Treatment Controls
SPEC.L,INSPECS Group plc,Healthcare,Medical Instruments & Supplies
SPI,N/A,N/A,N/A
SPO,N/A,N/A,N/A
SPPC,N/A,N/A,N/A
SPR,N/A,N/A,N/A
SPSY,N/A,N/A,N/A
SPT,"Sprout Social, Inc.",Technology,Software - Application
SPX,N/A,N/A,N/A
SQZ,N/A,N/A,N/A
SRC,N/A,N/A,N/A
SRE,Sempra,Utilities,Utilities - Diversified
SRES,N/A,N/A,N/A
SRP,N/A,N/A,N/A
SRT,N/A,N/A,N/A
SSA,N/A,N/A,N/A
SSE,N/A,N/A,N/A
SSON,N/A,N/A,N/A
SSPG,N/A,N/A,N/A
SSTY,Sure Trace Security Corporation,Basic Materials,Specialty Chemicals
STA,Starton Therapeutics Inc,N/A,N/A
STAF,N/A,N/A,N/A
STAN,SP Plus Corporation,N/A,N/A
STB,N/A,N/A,N/A
STCM,N/A,N/A,N/A
STHR,N/A,N/A,N/A
STM,STMicroelectronics N.V.,Technology,Semiconductors
STP,N/A,N/A,N/A
STU,N/A,N/A,N/A
STVG,N/A,N/A,N/A
